23,76,63,11,75,43,46,37,21,35
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9026504061932424,1.0,0.9026504061932424
0.21682316081963143,0.38706619200759257,0.26269919343434844,0.21682316081963143,0.36208468728706644,0.026939234655518035,0.07024897565585685,0.4168210556699418,0.1732957240379049,0.4168210556699418
41,11,61,64,28,67,22,82,60,42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05459794412426571,0.1410961135152364,0.13126687446409868,0.28294952689368114,0.2959110616438194,0.15059578659968112,0.28294952689368114,0.2959110616438194,0.1569915972002234,0.12307104709061652
85,56,57,63,77,18,43,91,42,52
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8041695774323765,1.0,0.8041695774323765
0.19174256523990307,0.06504814011226223,0.039867140019451255,0.23744263576843103,0.23980440236859138,0.09260185872442112,0.3775380150082704,0.4474805167616231,0.3775380150082704,0.4474805167616231
73,28,37,96,99,80,13,98,78,46
1.0,1.0,1.0,1.0,1.0,0.008325473772514358,1.0,0.5868558290534897,0.008325473772514358,1.0
0.10559040767577202,0.06368433293466397,0.021406056786729723,0.21381219486062245,0.14895677949408315,0.6286244093312637,0.10559040767577202,0.48946722977777135,0.6286244093312637,0.054574599324342804
45,62,50,67,14,36,24,7,4,80
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6163883866352793,1.0,0.6163883866352793
0.10548618722573307,0.10089284599697955,0.37994623589631354,0.3821009141509967,0.1391607965231556,0.3821009141509967,0.32530095475256937,0.5243145077096336,0.32530095475256937,0.5243145077096336
51,39,26,29,4,42,69,95,80,8
1.0,1.0,1.0,1.0,1.0,0.970387210545035,1.0,1.0,0.970387210545035,1.0
0.21408152407571976,0.3496750223898877,0.1495458800282697,0.16424406439001846,0.2482425533207222,0.476566410465976,0.2482425533207222,0.3496750223898877,0.476566410465976,0.21408152407571976
25,68,70,61,64,31,10,23,7,74
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3525280824205414,0.17027064756153928,0.1873651761602259,0.3525280824205414,0.2407600705647752,0.1873651761602259,0.18183343148267064,0.1176934506847383,0.2407600705647752,0.27780715692597313
74,46,65,57,83,9,64,58,41,12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1613964662874295,0.10932913846458357,0.21442346559225983,0.1062846094944301,0.0089564929252223,0.21442346559225983,0.1309676066089334,0.07601560588743861,0.1613964662874295,0.1309676066089334
83,96,90,28,65,33,75,13,32,80
1.0,1.0,1.0,1.0,1.0,1.0,0.5273580597371499,1.0,1.0,0.5273580597371499
0.15342470191689445,0.16870377789832786,0.15342470191689445,0.27262993034284577,0.27262993034284577,0.35296673800830747,0.516810034312641,0.04666002135095975,0.35296673800830747,0.516810034312641
73,23,25,12,58,19,11,13,82,50
1.0,0.5170968481074745,1.0,1.0,1.0,0.5170968481074745,1.0,1.0,1.0,1.0
0.12569323348616326,0.5176078842128313,0.27007415044910066,0.2555556252638732,0.10031411760567076,0.5176078842128313,0.16192909134640787,0.27007415044910066,0.04339305109216238,0.12985228143970576
34,14,74,55,58,53,36,6,47,92
1.0,1.0,1.0,1.0,0.8318413179818602,1.0,1.0,0.8318413179818602,1.0,1.0
0.1890186203917476,0.2252976554839,0.04231900439722007,0.2588084082131334,0.4424311042640573,0.2588084082131334,0.1551711784725591,0.4424311042640573,0.10374579489162107,0.20055250125133323
37,43,17,2,66,6,38,45,81,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
