local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
29,16,16,1,0.0012188267428427935,97.70459081836327,979,1002
4,16,16,1,0.0015495497500523925,97.11246200607903,639,658
42,16,16,1,0.0009250288130715489,98.72881355932203,233,236
69,16,16,1,0.0016360521549358964,97.65625,250,256
95,16,16,1,0.000713986111804843,98.33887043189368,592,602
80,16,16,1,0.0009691703598946333,98.83990719257541,426,431
8,16,16,1,0.0015728753060102463,97.31437598736177,616,633
25,17,17,1,0.001419265172444284,97.21792890262752,629,647
68,17,17,1,0.0010495817987248302,98.582995951417,487,494
70,17,17,1,0.0021323328837752342,96.27071823204419,697,724
61,17,17,1,0.001619223621673882,96.99570815450643,678,699
64,17,17,1,0.001690075034275651,97.04797047970479,789,813
31,17,17,1,0.0010547339916229248,97.72455089820359,816,835
10,17,17,1,0.001517106662504375,96.97309417040358,865,892
23,17,17,1,0.0010363477049395442,98.29351535836177,288,293
7,17,17,1,0.0011677861912176013,97.84688995215312,409,418
74,17,17,1,0.0017408758867532015,96.94793536804309,540,557
74,171,18,1,0.024064822122454643,54.937163375224415,306,557
74,172,18,2,0.013247733004391193,63.55475763016158,354,557
74,173,18,3,0.0071155959740281105,85.27827648114902,475,557
74,174,18,4,0.005807736422866583,89.22800718132855,497,557
74,175,18,5,0.004509492311626673,92.10053859964094,513,557
74,176,18,6,0.00423771608620882,91.20287253141831,508,557
74,177,18,7,0.0030312815215438604,95.51166965888689,532,557
74,178,18,8,0.002953053917735815,94.43447037701975,526,557
74,179,18,9,0.002690195105969906,95.33213644524237,531,557
74,180,18,10,0.0026635387912392616,94.97307001795332,529,557
46,18,18,1,0.002007437637075782,97.60563380281691,693,710
65,18,18,1,0.0010165811982005835,97.84366576819407,363,371
57,18,18,1,0.0022307299077510834,95.33527696793003,327,343
83,18,18,1,0.001277148025110364,97.45958429561202,422,433
9,18,18,1,0.0010159987723454833,98.39449541284404,429,436
64,18,18,1,0.0018571431282907724,96.6789667896679,786,813
58,18,18,1,0.0019516275497153401,96.73913043478261,267,276
41,18,18,1,0.0016072484431788325,97.35973597359737,590,606
12,18,18,1,0.00165582075715065,96.55172413793103,1120,1160
83,19,19,1,0.001484294538386166,97.45958429561202,422,433
96,19,19,1,0.0013233189238235354,97.61904761904762,656,672
90,19,19,1,0.001878830953501165,97.07174231332357,663,683
28,19,19,1,0.0013785631163045764,97.0059880239521,486,501
65,19,19,1,0.0008867667056620121,97.57412398921834,362,371
33,19,19,1,0.001620874973013997,96.95024077046548,604,623
75,19,19,1,0.001326811034232378,97.23032069970844,667,686
13,19,19,1,0.001173042575828731,97.82016348773843,718,734
32,19,19,1,0.00246435753069818,95.70112589559876,935,977
80,19,19,1,0.0007220652769319713,98.60788863109049,425,431
