model,epoch,average_loss,accuracy,correct_data,total_data
global,11,12.208868503145188,0.45718108831400533,41,8968
41,12,0.810109933554116,68.33184656556645,6128,8968
41,12,67869.09830787244,51.0035682426405,4574,8968
global,12,0.8141195367852244,68.33184656556645,6128,8968
